0,1,2,3
3.0,0.7209360599517822,1.0,0.27715495228767395
1.0,0.739255428314209,0.0,0.2602795958518982
3.0,0.6116600632667542,1.0,0.385396271944046
3.0,0.7020165324211121,1.0,0.29433345794677734
1.0,0.9909871220588684,0.0,0.009005099534988403
0.0,0.9210925102233887,1.0,0.003727058647200465
5.0,0.6575235724449158,4.0,0.3424254059791565
1.0,0.9631646275520325,0.0,0.036721184849739075
0.0,0.6558088064193726,1.0,0.3441844880580902
0.0,0.9973993301391602,1.0,0.002599976258352399
0.0,0.9112894535064697,1.0,0.08855955302715302
7.0,0.6637507677078247,9.0,0.3361859917640686
4.0,0.519909143447876,0.0,0.479118287563324
9.0,0.9998019337654114,1.0,0.0001883362274384126
0.0,0.8213005661964417,3.0,0.1658119559288025
0.0,0.5209991931915283,4.0,0.4788721203804016
1.0,0.9965954422950745,0.0,0.0021307049319148064
4.0,0.9966604709625244,0.0,0.003338511800393462
3.0,0.9893177151679993,1.0,0.010645091533660889
1.0,0.9975135326385498,0.0,0.0024831423070281744
1.0,0.9882701635360718,0.0,0.010797198861837387
1.0,0.9357070326805115,0.0,0.0008261456387117505
1.0,0.9643133282661438,0.0,0.035623714327812195
0.0,0.9966741800308228,1.0,0.003125634277239442
4.0,0.9994409680366516,0.0,0.00043323091813363135
0.0,0.9933556318283081,1.0,0.006640520412474871
1.0,0.8092949390411377,0.0,0.19066192209720612
9.0,0.9918617010116577,7.0,0.008049986325204372
3.0,0.5826359987258911,1.0,0.41609618067741394
4.0,0.7039325833320618,0.0,0.2960464656352997
4.0,0.6975354552268982,0.0,0.30244460701942444
1.0,0.9914748668670654,0.0,0.008523892611265182
9.0,0.8843141794204712,1.0,0.11513965576887131
8.0,0.5351458191871643,7.0,0.46373212337493896
0.0,0.5719852447509766,4.0,0.41817691922187805
0.0,0.9989199638366699,1.0,0.0010798287112265825
1.0,0.6216787099838257,0.0,0.3772027790546417
9.0,0.6058503985404968,7.0,0.39363738894462585
1.0,0.9946457147598267,0.0,0.004686867352575064
1.0,0.9993582367897034,0.0,0.0006413874216377735
4.0,0.9315022230148315,0.0,0.06835450977087021
1.0,0.9831882119178772,0.0,0.01679275929927826
0.0,0.7746809720993042,7.0,0.14294640719890594
1.0,0.8872126340866089,0.0,0.1078270748257637
3.0,0.9840796589851379,1.0,0.015740085393190384
5.0,0.8129982948303223,0.0,0.14550672471523285
0.0,0.9827872514724731,1.0,0.010009922087192535
4.0,0.7493591904640198,0.0,0.2506360113620758
1.0,0.8418791890144348,0.0,0.15549276769161224
0.0,0.9984702467918396,1.0,0.0007895698654465377
0.0,0.5854077935218811,4.0,0.30390211939811707
4.0,0.9776384234428406,0.0,0.022306453436613083
10.0,0.6233311891555786,9.0,0.3762900233268738
9.0,0.985683023929596,1.0,0.014283455908298492
8.0,0.6479077339172363,7.0,0.3310323655605316
4.0,0.546919047832489,0.0,0.4530703127384186
1.0,0.9385044574737549,0.0,0.06015849485993385
1.0,0.997875452041626,0.0,0.0021239002235233784
3.0,0.7656871676445007,1.0,0.23324894905090332
0.0,0.580106794834137,4.0,0.41985446214675903
1.0,0.7278820872306824,0.0,0.26772379875183105
1.0,0.8677850961685181,0.0,0.13219566643238068
5.0,0.960661768913269,4.0,0.020887035876512527
9.0,0.9997472167015076,1.0,0.00012000396964140236
1.0,0.9996826648712158,0.0,0.0003157598548568785
0.0,0.8019863367080688,1.0,0.19798694550991058
9.0,0.993739128112793,7.0,0.006257304921746254
1.0,0.9992087483406067,0.0,0.000789349025581032
0.0,0.5810704827308655,1.0,0.41568636894226074
1.0,0.5242764949798584,0.0,0.4747835397720337
0.0,0.9930292963981628,1.0,0.006547701545059681
4.0,0.8759805560112,0.0,0.1239880919456482
1.0,0.995141863822937,0.0,0.004704896826297045
4.0,0.9229034185409546,0.0,0.07701500505208969
0.0,0.8688847422599792,1.0,0.125643789768219
0.0,0.5349246859550476,1.0,0.4585919976234436
0.0,0.9365098476409912,1.0,0.06284435093402863
5.0,0.6380743980407715,1.0,0.3451964259147644
1.0,0.9908017516136169,0.0,0.009147918783128262
1.0,0.6396794319152832,0.0,0.35950759053230286
1.0,0.7197151184082031,0.0,0.28027141094207764
4.0,0.549673318862915,0.0,0.4373762309551239
0.0,0.910385012626648,1.0,0.08961217105388641
3.0,0.9870471954345703,1.0,0.011731975711882114
0.0,0.9954500794410706,1.0,0.0019974173046648502
9.0,0.7993517518043518,7.0,0.20059405267238617
1.0,0.7817290425300598,0.0,0.21490947902202606
0.0,0.8698216676712036,1.0,0.1301579624414444
9.0,0.9955136179924011,7.0,0.0024413960054516792
1.0,0.998830258846283,0.0,0.0011696405708789825
1.0,0.5190180540084839,3.0,0.4804469347000122
0.0,0.9986590147018433,1.0,0.0013296708930283785
1.0,0.9737336039543152,0.0,0.026262689381837845
1.0,0.9838363528251648,0.0,0.01615680195391178
0.0,0.9397584199905396,7.0,0.05330706015229225
0.0,0.9807348847389221,1.0,0.019177313894033432
9.0,0.8474602103233337,7.0,0.15133777260780334
1.0,0.7256690263748169,0.0,0.2743195593357086
4.0,0.5389142036437988,0.0,0.45914578437805176
1.0,0.998985230922699,0.0,0.0009120384347625077
0.0,0.8375876545906067,1.0,0.1623409539461136
10.0,0.9858535528182983,7.0,0.00722661055624485
9.0,0.9980138540267944,1.0,0.0019280664855614305
5.0,0.4436056315898895,4.0,0.32180485129356384
4.0,0.6364388465881348,0.0,0.3635493814945221
1.0,0.9994028806686401,0.0,0.00035645184107124805
4.0,0.8567235469818115,0.0,0.14042212069034576
0.0,0.9705194234848022,4.0,0.02927244082093239
1.0,0.9598402976989746,0.0,0.040121473371982574
3.0,0.9280300140380859,1.0,0.07165438681840897
1.0,0.9986044764518738,0.0,0.0010995055781677365
1.0,0.9967471361160278,0.0,0.0017752634594216943
4.0,0.9966926574707031,0.0,0.0033009685575962067
3.0,0.7039612531661987,1.0,0.29453331232070923
0.0,0.9876469373703003,1.0,0.007255879696458578
1.0,0.9961681962013245,0.0,0.0038114043418318033
5.0,0.9991851449012756,0.0,0.0008070338517427444
0.0,0.778963565826416,1.0,0.22072990238666534
5.0,0.9276975989341736,4.0,0.07229992002248764
0.0,0.6889153718948364,1.0,0.3110792636871338
4.0,0.5897892713546753,0.0,0.3985518515110016
1.0,0.9983915686607361,0.0,0.0015359472017735243
0.0,0.7901197075843811,1.0,0.20971038937568665
3.0,0.9193776845932007,1.0,0.07428520917892456
9.0,0.9949895739555359,7.0,0.004785606171935797
1.0,0.9092748761177063,0.0,0.09070900827646255
1.0,0.9931507110595703,0.0,0.006808667443692684
1.0,0.9623671770095825,0.0,0.03069242462515831
3.0,0.9954766631126404,1.0,0.0034418106079101562
0.0,0.9746171832084656,1.0,0.0242665596306324
1.0,0.9989629983901978,0.0,0.0010309614008292556
