0,1,2,3
5.0,0.9159144759178162,0.0,0.08303423225879669
2.0,0.527442455291748,0.0,0.4725381135940552
5.0,0.5770657062530518,0.0,0.4228273332118988
2.0,0.9814110398292542,0.0,0.018588827922940254
2.0,0.6305967569351196,0.0,0.36940327286720276
2.0,0.9006334543228149,0.0,0.09936655312776566
4.0,0.9033076167106628,0.0,0.09668715298175812
2.0,0.9654862284660339,0.0,0.03447088971734047
4.0,0.8466537594795227,0.0,0.1533018797636032
4.0,0.598249614238739,0.0,0.4017457664012909
4.0,0.9328683614730835,0.0,0.06712783873081207
4.0,0.9846493601799011,0.0,0.015344308689236641
1.0,0.851612389087677,0.0,0.1483694463968277
2.0,0.9951906204223633,0.0,0.0046699680387973785
5.0,0.9953823685646057,0.0,0.004616084974259138
1.0,0.7736284732818604,0.0,0.21140719950199127
2.0,0.9837774038314819,0.0,0.01622246950864792
5.0,0.9350864291191101,0.0,0.06416402012109756
5.0,0.7534441947937012,0.0,0.24650999903678894
2.0,0.5728909969329834,0.0,0.4270751178264618
5.0,0.9876528978347778,0.0,0.012320512905716896
4.0,0.7345996499061584,0.0,0.2653910517692566
2.0,0.9756888747215271,0.0,0.01640358753502369
5.0,0.728736162185669,2.0,0.2701660990715027
5.0,0.9343205094337463,0.0,0.06563251465559006
1.0,0.6092597842216492,0.0,0.3684547543525696
5.0,0.9600258469581604,0.0,0.03997255116701126
2.0,0.5919271111488342,0.0,0.4080728590488434
2.0,0.6087602972984314,0.0,0.3912351131439209
2.0,0.9512577056884766,0.0,0.0487065464258194
4.0,0.9781612157821655,0.0,0.021726936101913452
1.0,0.6836804747581482,0.0,0.3153841495513916
2.0,0.7146568894386292,0.0,0.2577216923236847
2.0,0.6834046244621277,0.0,0.3165391981601715
2.0,0.8509289026260376,0.0,0.14888425171375275
5.0,0.5500031113624573,0.0,0.4499701261520386
2.0,0.5027661323547363,0.0,0.4966592490673065
5.0,0.9299983382225037,0.0,0.0699559822678566
2.0,0.9953610301017761,0.0,0.004638929385691881
5.0,0.6393978595733643,0.0,0.3467361629009247
