0,1,2,3
58.0,0.7722691297531128,38.0,0.22184577584266663
13.0,0.9993302822113037,64.0,0.0006586508825421333
115.0,0.8747533559799194,147.0,0.12501680850982666
21.0,0.8413833379745483,13.0,0.14821584522724152
88.0,0.9986151456832886,159.0,0.0013036715099588037
142.0,0.6842929720878601,141.0,0.3066757619380951
56.0,0.90410977602005,113.0,0.09549789130687714
9.0,0.9317228198051453,64.0,0.06821750849485397
56.0,0.911277174949646,113.0,0.08803115040063858
54.0,0.9963636994361877,53.0,0.0036255300510674715
21.0,0.7655831575393677,13.0,0.22437357902526855
59.0,0.882735013961792,81.0,0.11726070940494537
91.0,0.6137532591819763,32.0,0.2006167769432068
148.0,0.5598903298377991,32.0,0.43987300992012024
56.0,0.7029696702957153,113.0,0.29343846440315247
29.0,0.92044997215271,115.0,0.05225984752178192
21.0,0.7947225570678711,64.0,0.1969354897737503
153.0,0.6683706045150757,117.0,0.3315946161746979
21.0,0.65748530626297,13.0,0.3306078612804413
122.0,0.9256510734558105,71.0,0.07395528256893158
115.0,0.7910456657409668,133.0,0.15721674263477325
59.0,0.9778854846954346,81.0,0.021852217614650726
72.0,0.6799921989440918,113.0,0.3196096122264862
113.0,0.9985074400901794,64.0,0.001406214782036841
13.0,0.7245171666145325,64.0,0.27465835213661194
13.0,0.7564317584037781,64.0,0.13550269603729248
25.0,0.9853034019470215,23.0,0.014679395593702793
13.0,0.7710703611373901,107.0,0.0917239710688591
18.0,0.5035838484764099,133.0,0.3338843584060669
54.0,0.5918776392936707,53.0,0.40663519501686096
149.0,0.7740013599395752,141.0,0.2259550541639328
9.0,0.746203601360321,64.0,0.2537599802017212
149.0,0.9372963309288025,141.0,0.06057121977210045
54.0,0.5105597972869873,53.0,0.48825955390930176
107.0,0.9582623839378357,64.0,0.040527407079935074
96.0,0.9947919249534607,23.0,0.003201181534677744
23.0,0.9748324751853943,147.0,0.025006284937262535
149.0,0.8205746412277222,141.0,0.1777418553829193
23.0,0.9975265860557556,96.0,0.001609206199645996
81.0,0.6776102185249329,59.0,0.3220590353012085
13.0,0.9993699193000793,64.0,0.000609164999332279
149.0,0.8970366716384888,141.0,0.10235822945833206
22.0,0.6364609599113464,29.0,0.36149609088897705
56.0,0.8659734725952148,43.0,0.13315896689891815
122.0,0.6843339204788208,29.0,0.3092363476753235
133.0,0.6129770874977112,64.0,0.3746657073497772
13.0,0.9919941425323486,64.0,0.007710421457886696
96.0,0.39205145835876465,43.0,0.25404617190361023
23.0,0.5135584473609924,96.0,0.3846859335899353
13.0,0.9567115902900696,64.0,9.178458276437595e-05
149.0,0.5256032943725586,141.0,0.474347859621048
59.0,0.3613280653953552,81.0,0.3344566226005554
56.0,0.79771488904953,113.0,0.20208822190761566
29.0,0.7966747283935547,122.0,0.1308377981185913
9.0,0.9928723573684692,64.0,0.007011833135038614
96.0,0.41473516821861267,81.0,0.3233758211135864
29.0,0.7281712889671326,147.0,0.26700061559677124
99.0,0.9929910898208618,96.0,0.006983320694416761
86.0,0.5363953709602356,64.0,0.4293271005153656
13.0,0.9297797679901123,64.0,0.07020778954029083
96.0,0.6694609522819519,23.0,0.32413485646247864
122.0,0.9869427680969238,141.0,0.000520561879966408
32.0,0.9783440828323364,148.0,0.02034815028309822
133.0,0.7468489408493042,115.0,0.23972883820533752
29.0,0.8259791731834412,122.0,0.17347410321235657
75.0,0.6948596239089966,76.0,0.30512550473213196
62.0,0.5866940021514893,85.0,0.09578026831150055
122.0,0.8402069807052612,147.0,0.06240343302488327
56.0,0.47357943654060364,64.0,0.08432741463184357
23.0,0.590050220489502,96.0,0.40944886207580566
94.0,0.31929588317871094,71.0,0.2995193898677826
59.0,0.8935062885284424,81.0,0.10647784918546677
22.0,0.8890417814254761,29.0,0.10987412184476852
13.0,0.9555766582489014,64.0,0.044416554272174835
59.0,0.995281994342804,81.0,0.004625172354280949
64.0,0.6171402931213379,56.0,0.29994291067123413
153.0,0.6641536355018616,117.0,0.3352798521518707
56.0,0.8780487179756165,113.0,0.1219293549656868
94.0,0.5194219350814819,120.0,0.4750799536705017
13.0,0.877251148223877,64.0,0.12266775965690613
81.0,0.7130904793739319,59.0,0.28668004274368286
103.0,0.8887698650360107,13.0,0.11120334267616272
153.0,0.6025100350379944,117.0,0.14637865126132965
59.0,0.9004503488540649,81.0,0.09938102960586548
58.0,0.9217413663864136,38.0,0.07823190838098526
13.0,0.8994645476341248,64.0,0.10053078830242157
122.0,0.7666971683502197,115.0,0.19570821523666382
56.0,0.938631534576416,72.0,0.05836942046880722
59.0,0.7617678642272949,81.0,0.23820233345031738
13.0,0.919776976108551,64.0,0.07991423457860947
64.0,0.48157936334609985,72.0,0.43440860509872437
122.0,0.6863059997558594,107.0,0.21288180351257324
13.0,0.9492773413658142,64.0,0.04142509773373604
122.0,0.5568479299545288,29.0,0.4428854286670685
160.0,0.5830942988395691,159.0,0.4168212413787842
55.0,0.7573537826538086,79.0,0.24262735247612
54.0,0.7719602584838867,53.0,0.22801393270492554
71.0,0.8428295850753784,22.0,0.04576617851853371
107.0,0.4098437428474426,115.0,0.40374723076820374
96.0,0.5197116136550903,133.0,0.44296032190322876
156.0,0.9183115363121033,120.0,0.08115900307893753
115.0,0.37292683124542236,29.0,0.3138110637664795
96.0,0.7315422296524048,23.0,0.2666870653629303
81.0,0.9825160503387451,59.0,0.017005067318677902
56.0,0.990814745426178,113.0,0.009174792096018791
81.0,0.5230101943016052,59.0,0.47489553689956665
92.0,0.9666213989257812,81.0,0.014777694828808308
