id,none
c34113e0228a_image,0.031297863
539931eced05_image,0.032400247
53c971120ab1_image,0.11123995
3dcdfc352a06_image,0.7404338
59a0fc64bd20_image,0.27584177
f02e557a36dc_image,0.27584177
8c6d6a69d5dd_image,0.5822178
3b4ab121cbd4_image,0.5822178
97de5453f769_image,0.18690887
318a1ecb6fc7_image,0.18690887
127c2b32dd5d_image,0.67704916
4f7f40e478b1_image,0.06047613
35271bec39b5_image,0.16474912
98bab257d89b_image,0.03155992
825dd8f7aca2_image,0.22361667
fdbaf93d6c5b_image,0.16001254
363fbf00088c_image,0.7815981
a82ca8f37fb6_image,0.092940204
82b36d045a12_image,0.13130048
acab76326ba1_image,0.013034542
1aff7e4ed470_image,0.0726695
8927235865c9_image,0.046126388
53316aefede6_image,0.025621017
c0c89f864fda_image,0.74267215
e730aa7fca0a_image,0.21001974
fbb175d04c3b_image,0.7828168
2dad900da56f_image,0.107873335
bf5c7ef3b72a_image,0.008246746
262f3525e16a_image,0.0723247
955bf1edd532_image,0.54403126
4fc12ae446a8_image,0.018275533
776686ca2f1b_image,0.82211095
abee6a2d0bf5_image,0.09438514
222601cefe1b_image,0.10112045
f35d7c728684_image,0.039581757
046b1edf6801_image,0.87532794
7b2ccb25396a_image,0.17773029
ccb685c76038_image,0.20107651
e5c56ef2d194_image,0.054342013
700b4524a9cf_image,0.76147735
da263425b379_image,0.63562995
4bf0dc7bae40_image,0.15378219
69ace2980660_image,0.37593406
d7cb763ec2b1_image,0.19395347
fd322d964dc7_image,0.08620031
54066d711ef9_image,0.4666806
816bb3680b2a_image,0.359059
e32589cd4421_image,0.11614118
5596c4063d58_image,0.85730475
6dea3c3d1efa_image,0.083888166
a356db474991_image,0.3630312
d0e829b775fe_image,0.8222715
eeeb7da65659_image,0.28850734
93dd10a00c51_image,0.12122301
63173909bed5_image,0.010000569
e5a860104190_image,0.69826376
c6a555431645_image,0.014714989
e00b7784d1eb_image,0.25203913
f2be75ff15ba_image,0.089270115
b150add375b5_image,0.102984235
7d0b75feaa8a_image,0.3593009
898d24f3cda6_image,0.03722581
cf292f843e25_image,0.061237536
33d456320f28_image,0.12089263
26f2478e3e85_image,0.5406461
c788095df8f2_image,0.040654667
b873cfe5cead_image,0.81581724
09443dcb865f_image,0.47932482
aba653aebd55_image,0.60409135
802b634297a0_image,0.024501292
afce260dc959_image,0.05016618
1c47d2fcee72_image,0.6019867
82198019c4a4_image,0.053096585
d88e65063aef_image,0.5673311
37811132dc96_image,0.32013988
7c77f9aa3a25_image,0.37346178
5f65421ff6fd_image,0.8347906
50537bcf4cc2_image,0.3588419
37034ce54151_image,0.24178343
8180af690aef_image,0.232144
37c6c0aee54b_image,0.015846025
7571cda597cb_image,0.17790464
1c13336fc8a9_image,0.06601829
c8538fe73673_image,0.0654297
949ea39318e2_image,0.061675657
eb3fe9eb8e39_image,0.29519716
d1912847d707_image,0.12053821
bb6fc945fc18_image,0.2819604
904324209389_image,0.6952562
c4cea0fb5e7d_image,0.39761966
a3d2fd5ef626_image,0.7059543
61505043bc32_image,0.44076496
db15ead7ab00_image,0.8589541
557a70442928_image,0.5349511
fe97de4edad5_image,0.7672086
fbc094e9276f_image,0.68018997
f900aac4111b_image,0.70694506
155f5e326d5e_image,0.029865826
94cb9518e355_image,0.8102182
1308d8906c2e_image,0.09833984
d69b4547fc69_image,0.48037082
87d8baf120a6_image,0.14352812
7553bffc2232_image,0.80947626
503a6e0884c6_image,0.07650683
a27f34f4faa2_image,0.50199497
68b95eed58ed_image,0.2965199
b5f9a65597f2_image,0.2482603
99978f106a39_image,0.59255624
5232ab4c4671_image,0.2819859
d0de673a7b63_image,0.19360147
78adeeaa636c_image,0.06931474
c3ded8550e66_image,0.34405166
4ea555b6e2a8_image,0.31657836
28d0fa664e61_image,0.02331778
cc2c3a3d2f4b_image,0.14497833
1078af8ac3b7_image,0.6652576
9b3eae4045c8_image,0.042199034
14ec6bdb5641_image,0.21935725
3e4b4468eca3_image,0.014862025
173c3e37e1f3_image,0.52636385
de56c2d5b778_image,0.7948648
51635cbfbe18_image,0.15563002
158cc858a485_image,0.031507958
3bb8935d30d9_image,0.16597703
35d6801ca10a_image,0.015695507
d8b8ef2bcbf6_image,0.6212498
a6a0ba6efa97_image,0.011214523
56b010725833_image,0.42358488
237aafc42d57_image,0.48782015
2f8c1d151802_image,0.20344329
ea39ebfacca2_image,0.89778596
c3c99fea8c77_image,0.056067437
f7cbc735f105_image,0.1960105
18a23df4fe99_image,0.3275062
c1bb54cfe02f_image,0.20676473
b081d24bd60f_image,0.09874204
dba0caa176ce_image,0.6057107
8857adac8318_image,0.041114528
6d66127d071d_image,0.4085539
7f49e2face0c_image,0.031290762
c26e3ae08056_image,0.671009
abe007e3fc08_image,0.32245535
9d0f2c2645da_image,0.026618844
ea9ee4d59c59_image,0.026618844
5e64da034f7a_image,0.026618844
adc2ac4726e2_image,0.68908113
4acbd31eafd5_image,0.8606383
d5911a060ee4_image,0.003901869
797fe7acf67b_image,0.03172585
2565c5ccfba1_image,0.053698648
d5d3ededa34e_image,0.024632957
5e0e7acd9c7d_image,0.21360822
bf8e59f80d5c_image,0.026152756
022146012034_image,0.82629365
66d812201e73_image,0.5433151
95ed767a23e3_image,0.32905555
c3afb9da2ebc_image,0.71413374
9271b6df7062_image,0.16724011
cea591e99b8a_image,0.32225087
9e63fbef3c21_image,0.16512838
1d981fb423e0_image,0.2718013
11ef0d77a9c9_image,0.23993835
413344e1032c_image,0.15783396
cdfdbadb85c1_image,0.013742966
05e168e0d636_image,0.9008465
064b37b01cd2_image,0.2883393
8032d270ede6_image,0.46755964
2d58009c5ade_image,0.10346153
1bc8687f938e_image,0.06734785
d916d2169020_image,0.18385859
eaa1d528538f_image,0.111603186
d1be32513936_image,0.11590327
86734b7cc20f_image,0.03736003
b30d2aef985f_image,0.0072971797
37bf83df1b86_image,0.0063118385
13a28f6783b2_image,0.045394253
9f526498d12b_image,0.25478446
154b6a49ff75_image,0.5751934
3a73591225ea_image,0.47482356
2f9ccb6faa68_image,0.8216713
ca7b91d018c7_image,0.051083066
8d6dea06a032_image,0.086460374
366e7eb393e5_image,0.4088617
56414fb3f177_image,0.0048379013
047ba804182b_image,0.51353955
d1a0f21a848f_image,0.017441165
d09b2158a7c3_image,0.18135801
cc495995f8f5_image,0.67104685
3ed35204df56_image,0.37923878
59d238641bee_image,0.5060812
100316af8a36_image,0.34750232
620191dbdfa4_image,0.18085425
7e11aff74953_image,0.7531166
ecebf3314fbd_image,0.77730227
d997c6c6a9b4_image,0.041140415
61884a13a399_image,0.06534489
cb75251076c7_image,0.37780064
36e1a455aafc_image,0.5941936
af7d1bd1d629_image,0.5895273
130aa9d3716d_image,0.34546053
b4eed879daf4_image,0.9043684
0f01c0517022_image,0.007588286
b5a75701a05e_image,0.86377794
7b5d82423dec_image,0.33150157
38b2e04ea601_image,0.611941
1c9c9f68941e_image,0.25917277
4040afec3ee4_image,0.022364268
ea1c164158da_image,0.36408886
cf2bb9880db5_image,0.12569802
69d1134dccc6_image,0.8445301
f17999420b3f_image,0.21455792
6b07294c7674_image,0.1319166
b57e134bbaef_image,0.030759165
b16a04496b57_image,0.056027275
32b211904f5b_image,0.01565767
949b8bf1079a_image,0.23460102
b1115b344129_image,0.19973893
f3f3ea70d5a7_image,0.18415245
18e6a4083920_image,0.74562997
9b7cee40d0a7_image,0.053255618
4d6c8e93e7c9_image,0.044604357
11541455ef19_image,0.043224953
d6c2f07ca4ba_image,0.08259989
e85bb0bcca1f_image,0.5532371
a9330037dce2_image,0.104421
896d667947af_image,0.5443821
cca081560d98_image,0.1497942
52f02af216bb_image,0.10810064
1f737bcf6fe9_image,0.022175988
6bce1f945580_image,0.18848372
3288907ddc51_image,0.56625116
c1de38ec41d6_image,0.142082
1b0d0622ccea_image,0.18678671
57879f49e8a7_image,0.77775824
951211f8e1bb_image,0.5584143
3a20fde98cdc_image,0.22260992
e88f293bc83a_image,0.10336965
50de91c4297d_image,0.028912256
6746a1932779_image,0.314925
d0c7ebd93e70_image,0.64295185
3bf0dc73f1fe_image,0.697138
b362aec0b6c5_image,0.64606947
b09b20b44640_image,0.6478021
bb425c8a4aae_image,0.2556738
12fbfd355d88_image,0.21795182
9f1c1a909d7f_image,0.40503782
c440ed025b38_image,0.63853097
1ab561ec5f7e_image,0.14312366
f504d269be24_image,0.09651263
edd69153435a_image,0.6301551
b7ec5afe1084_image,0.0125181
4d105a99d866_image,0.5680467
e1635f289c95_image,0.54949045
5dd9e477a6ee_image,0.035300806
e9a3b9253cd3_image,0.26000962
948e9f366810_image,0.018204328
36141cda67ad_image,0.4526863
afe360acb63b_image,0.09957777
a84c79aac3c0_image,0.87075484
daf0bd7ba1b4_image,0.12833163
45bc12129df2_image,0.6286572
fec0249d70e4_image,0.16010539
5592c8778ae2_image,0.6593106
6c42a41a6c6e_image,0.9412025
f58258eeaa42_image,0.10173927
32ecb7330e19_image,0.075561486
e3cd1fdf2444_image,0.90542966
14eb73431579_image,0.645299
3730eb76afba_image,0.14639911
9f525be80c70_image,0.03936461
2ae9c4c6566f_image,0.116650365
160cfef3014f_image,0.120108366
36b323299f7e_image,0.23093542
520a1a7b039b_image,0.11178937
5a0de0207028_image,0.6366657
1ba8aa7acf76_image,0.03568604
eb632adfa113_image,0.2559841
eea4c86f42d5_image,0.38956305
9c297e900f67_image,0.1194849
94573ab529f3_image,0.4562896
114f7f3baedf_image,0.067262635
a2bc78e322a8_image,0.55600286
7bba27555fe4_image,0.08744001
4ccb8a39c77a_image,0.2129328
60f94703051a_image,0.7679349
144c27a2554a_image,0.75727695
252552312a42_image,0.6343323
d7aaf0a52df3_image,0.13831799
89ee5be93326_image,0.13831799
550a6a9ee91e_image,0.2440722
079be2a10982_image,0.79153216
f6ba3df9a8be_image,0.69596446
4d56b2fc668c_image,0.010214189
db9ea9c5067e_image,0.0143027995
de0cf08fcad0_image,0.28509903
572d5c14fc66_image,0.022863898
198ffac65dac_image,0.60178053
d3b7a21b2ce2_image,0.8183939
731910f93559_image,0.15416488
6fd59d569aa1_image,0.66253805
7a09311ec3fa_image,0.595726
833fc5c718dd_image,0.021961778
9b8610d78de1_image,0.072055176
9c460da48071_image,0.78515375
aad5bc70a20e_image,0.14945123
04720d7e4e42_image,0.02949414
ffc66893d9ea_image,0.33188558
37d6750b5282_image,0.054867484
81646eb45af3_image,0.11531663
85b6452b47cc_image,0.08600543
41251dd79bb3_image,0.15191753
4d7b06512cc1_image,0.1557378
0d47ef3e87e4_image,0.109143816
b708990b8e03_image,0.011083501
f2d98750a22c_image,0.056016635
b3e31b3aeba4_image,0.058528554
305870c916a4_image,0.011523599
b138b32605b0_image,0.60525477
d1e5994d79de_image,0.2913014
697a674d44e0_image,0.046763476
256f0960de75_image,0.3621438
0af6a45668be_image,0.19630224
b4a7026fe17c_image,0.5326035
a1883aeaa8f0_image,0.2312971
17e40efa4596_image,0.15193215
ebf5edbbed2d_image,0.04779424
767f10b9aab5_image,0.027312536
90fa4db1ab87_image,0.030406598
4ece84b1cfb8_image,0.073025204
ea5341f767eb_image,0.5890714
f39044d6c511_image,0.35017803
fbf41ac72bdb_image,0.32858238
1199fd9f2aba_image,0.51507694
7509f6912049_image,0.8497035
1ff307ae0df6_image,0.33331424
5fba37ac7937_image,0.09865536
0c2ad4c7a6c4_image,0.65030354
b04178e642ed_image,0.024587765
bbb202078733_image,0.037100025
3f133fac447c_image,0.21659164
b9f9619f02ba_image,0.048405975
b411d3c30168_image,0.82022935
acc3e6eff7c8_image,0.4546675
2ba135370ac3_image,0.080150425
822b6007287e_image,0.912944
bca76008a759_image,0.06361097
a6fae2436886_image,0.666693
b168e230f3f5_image,0.44518584
435bc0fcb0ab_image,0.6385151
9f6cc74b0062_image,0.23427399
804538984842_image,0.05753254
e002731bb6cb_image,0.38254634
5058f3b157e3_image,0.6411086
ab276c041ef9_image,0.31931472
fcc09eaa77c4_image,0.25740823
1e1734034b0f_image,0.7499695
acd735d74d02_image,0.31784463
0fedf74dc163_image,0.02546047
340c9cf3b19a_image,0.31008536
95be2813ba36_image,0.038179733
aa6b768d3161_image,0.019246176
ea71a8b95d30_image,0.019276168
293014c67757_image,0.44729382
08992bd07010_image,0.030146763
7c95cf673952_image,0.13849607
34b713a5bb1d_image,0.11654271
394892cb8a63_image,0.16527815
55ea6ce07bdd_image,0.047466584
c75d657e8065_image,0.28832412
5ba33931fc64_image,0.5500375
